codigo,codigo_produto,descr_detalhada,descricao,url_imagem
FT60F35T,10408353912,,BOMBA DE CALOR FT60 TRIFASICA 220V 35C TOUCH,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/649b125f184fe8b6271b40ddc12b4c34/omie___ft60__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658946&Signature=lHV2505sm6kumitksLRDoqZuvmo%3d
FT60H35T,10408353914,,BOMBA DE CALOR FT60 TRIFASICA 220V 35C TOUCH DEGELO,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/08f707e6e4a735a49e3a7ddfdb4a1e84/omie___ft60__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658946&Signature=VUjPBP0Fi%2bszJMuqPD2lY2KGInw%3d
FT60J35,10408353916,,BOMBA DE CALOR FT60 TRIFASICA 380V 35C,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/00ee49dbd681098aa2b5df1ccb192e52/omie___ft60__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658946&Signature=Y%2bFGYHtMdmU7qB2ShXAcYKDu8F0%3d
FT60J35T,10408353920,,BOMBA DE CALOR FT60 TRIFASICA 380V 35C TOUCH,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/a5c57757ae4d03b0987c19abbe2e52ca/omie___ft60__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658946&Signature=26UGorzRoUstxtMqNigN28v098Y%3d
FT60L35T,10408353922,,BOMBA DE CALOR FT60 TRIFASICA 380V 35C TOUCH DEGELO,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/82b0748c1a5d318b4677c44b875c25a7/omie___ft60__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658946&Signature=WFgpjGVcuDZSgvkr5FubbU1bzqk%3d
FT70B35,10408353924,,BOMBA DE CALOR FT70 MONOFASICA 220V 35C,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/44a8c4b18c3440214f8bfc7cfbaba394/omie___ft70__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658946&Signature=INIXwkS1sd2VVHGnMvTR6WOY13k%3d
FT80B35,10408353948,,BOMBA DE CALOR FT80 MONOFASICA 220V 35C,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/113f939b68b037e57f1b03b0a8dd5f40/omie___ft80__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658946&Signature=pCPEeFS%2b0ddEvt8DVPQlpWtHyIU%3d
FT80B35T,10408353952,,BOMBA DE CALOR FT80 MONOFASICA 220V 35C TOUCH,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/884a1c46434d1426238838d2604fb2ed/omie___ft80__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658946&Signature=GBoi2DPOd9VqVCkbsiV5XKVkLRU%3d
FT80D35T,10408353954,,BOMBA DE CALOR FT80 MONOFASICA 220V 35C TOUCH DEGELO,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/d22a44164e842321d4770d8d56ba3b20/omie___ft80__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658946&Signature=oFc264wxAjmURBgaRDMY8IaGuy8%3d
FT80F35,10408353956,,BOMBA DE CALOR FT80 TRIFASICA 220V 35C,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/4babc33ff648f15b8b448b9969b305d0/omie___ft80__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658946&Signature=loAPw%2bpOieSwXVC0y9CJC2DPktc%3d
FT80F35T,10408353963,,BOMBA DE CALOR FT80 TRIFASICA 220V 35C TOUCH,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/4475ccc470dbb7a1df56767a9efd1b2d/omie___ft80__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658946&Signature=r1WX9%2bdEPybc1yNN60lX2D%2bgmBI%3d
FT80H35T,10408353967,,BOMBA DE CALOR FT80 TRIFASICA 220V 35C TOUCH DEGELO,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/9e7d08212bb5824edf9622fa7fd85197/omie___ft80__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658946&Signature=wSTB%2f25ObnWv5d9Y0v3vSK%2bQBig%3d
FT80J35,10408353973,,BOMBA DE CALOR FT80 TRIFASICA 380V 35C,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/c610a239a0bbd19c2e945d773d94713e/omie___ft80__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658946&Signature=SpRfUHEC6Gbrahhhlx%2bS8nPAq9o%3d
FT80J35T,10408353981,,BOMBA DE CALOR FT80 TRIFASICA 380V 35C TOUCH,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/3e0421a91f87fdf9f4dfecf47cb6b854/omie___ft80__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658946&Signature=GFuhI3h%2b9I%2fpDQa6XNgI%2bjnQNEI%3d
FT80L35T,10408353983,,BOMBA DE CALOR FT80 TRIFASICA 380V 35C TOUCH DEGELO,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/aa73f2d812e8948c04ed7e97d4d28757/omie___ft80__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658946&Signature=lIhFIHE9oNy%2bdFNDo1fF8oNErVM%3d
FTI105D40PT,10408353987,,BOMBA DE CALOR FTI105 MONOFASICA 220V 40C WIFI - PRETO,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/94027a6142dff3e2d86cd158e35b8b90/omie___fti_preta__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658946&Signature=Fcud6qdiZh8x%2b3CsybhY2qbAYEg%3d
FTI105L40PT,10408353993,,BOMBA DE CALOR FTI105 TRIFASICA 380V 40C WIFI - PRETO,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/e519ddb3dd6deda5856aa9086c441f01/omie___fti_preta__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658946&Signature=MlBoAoEn40rPnvWBKOkaL7OWlbw%3d
FTI125D40PT,10408353998,,BOMBA DE CALOR FTI125 MONOFASICA 220V 40C WIFI - PRETO,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/d19e9ba5fce96ebf22d8aad6fc843099/omie___fti_preta__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658946&Signature=I19em8NzThBusrSfank0%2fOvPaZk%3d
FTI125L40CZ,10408354000,,BOMBA DE CALOR FTI125 TRIFÁSICA 380V 40ºC WIFI - CINZA,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/306bbb33151577ab511f7a3d9ec3be2b/omie___fti_cinza__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658946&Signature=twk8WZnyudPNWOkXk9Q%2fILuFYkY%3d
FTI125L40PT,10408354002,,BOMBA DE CALOR FTI125 TRIFASICA 380V 40C WIFI - PRETO,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/4da44a1c93d8f3a4075ea2d9d2745dee/omie___fti_preta__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658946&Signature=0Bc1q3CQIKZryoPdZIR0BWrvFMM%3d
FTI35D40PT,10408354006,,BOMBA DE CALOR FTI35 MONOFASICA 220V 40C WIFI - PRETO,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/bf5e5e095471d9af057c72f12dd324bc/omie___fti_preta__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658946&Signature=21CJDjjtWrnwcN5BBPXZ3djSQHU%3d
FTI45D40PT,10408354010,,BOMBA DE CALOR FTI45 MONOFASICA 220V 40C WIFI - PRETO,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/9ae6f1250d3b100bb65bc045b82efed7/omie___fti_preta__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658946&Signature=AlYubJbsqtFxfFN9nKO0GlE4Bo0%3d
FTI55D40PT,10408354014,,BOMBA DE CALOR FTI55 MONOFASICA 220V 40C WIFI - PRETO,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/03d9ec1a567df36496b792f8ab683753/omie___fti_preta__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658946&Signature=MzP5RR6YirTwxHnIgCHN%2bwCsAAU%3d
FTI75D40CZ,10408354016,,BOMBA DE CALOR FTI75 MONOFÁSICA 220V 40ºC WIFI - CINZA,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/ef2839eb733491956ee225dbe92bec35/omie___fti_cinza__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658946&Signature=LqbfKB0WEcibEXNyEXZNfKuroxs%3d
FTI75D40PT,10408354018,,BOMBA DE CALOR FTI75 MONOFASICA 220V 40C WIFI - PRETO,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/c8bbaf2df20c9822fee7de4b1be91c95/omie___fti_preta__conv.jpg?response-content-type=image%2Fjpeg&AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1741892561&Signature=voALYzPrm6ydUHBGU2%2F2CyIe9qo%3D
FX65H35T,10408354070,,BOMBA DE CALOR FX65 TRIFASICA 220V 35C TOUCH - DEGELO,
FX65J35,10408354072,,BOMBA DE CALOR FX65 TRIFASICA 380V 35C,
FX65J35T,10408354074,,BOMBA DE CALOR FX65 TRIFASICA 380V 35C TOUCH,
FX65L35T,10408354076,,BOMBA DE CALOR FX65 TRIFASICA 380V 35C TOUCH - DEGELO,
PREP-QD-220TRI-TOUCH,10408354084,,PREPARACAO QUADRO ELETRICO 220V TRI TOUCH SCREEN,
05.PP.N.71119,10408354234,-,TESTE,
09.MC.N.10000,10409711840,,ACRILICO AUTO JET INCOLOR,
09.MC.N.10001,10409711844,,ACUCAR 1KG,
09.MC.N.10002,10409711846,,ADAPTADOR 25X3/4 KRONA,
09.MC.N.10003,10409711848,,ADAPTADOR MAGNETICO P/BITS HEXAGONAL,
09.MC.N.10004,10409711850,,ADOCANTE,
09.MC.N.10005,10409711852,,AEROSOL BOM AR AROMATIZADOR DESODORIZADOR ODORIZADOR,
09.MC.N.10006,10409711854,,AFASTADOR DE TUBO EM POLIURETANO COMPRIMENTO 50MM DIAMETRO 25MM FURO 1/2 MP: TARUGO DE PU VERMELHO TERCEIRIZACAO: PJ,https://cdn.omie.com.br/repository/be27d1256e26b56c94fabbac2803a262/1caf21ce06976db39fc636b4ab7580c5/omie___whatsapp_image_2024-11-01_at_115253__conv.jpg?AWSAccessKeyId=AKIA4INFFOTWTGEJRBL5&Expires=1751658945&Signature=GKkRyYRCfxhX1gdO4hZ3waCnMeQ%3d
09.MC.N.10007,10409711856,,AFIADOR DE BROCAS,
09.MC.N.10008,10409711858,,AGUA,
09.MC.N.10009,10409711860,,BOMBONA DE AGUA,
09.MC.N.10010,10409711862,,AGUA SANITARIA,
09.MC.N.10011,10409711864,,AGULHEIRO PARA LIMPEZA MACARICO,
09.MC.N.10012,10409711866,,ALARGADOR DE TUBO DE COBRE 1/4 A 7/8,
09.MC.N.10013,10409711868,,ALCOOL 92%,
09.MC.N.10014,10409711870,,ALICATE DE BICO MEIA CANA 8,
09.MC.N.10015,10409711872,,ALICATE DE CORTE,
09.MC.N.10016,10409711874,,ALICATE DE CORTE PROFISSIONAL RENTE AFIADO HIKARI HK-170,
09.MC.N.10019,10409711885,,ALICATE PRESSAO PESADO 10 POLEGADAS,
09.MC.N.10020,10409711888,,ALICATE UNIVERSAL,
09.MC.N.10021,10409711890,,ALMOCO,
09.MC.N.10022,10409711892,,AMENDOIM,
09.MC.N.10023,10409711897,,AMOSTRA,
09.MC.N.10024,10409711899,,AMPOLAS DE VIDRO 2X14 (REED SWITCH),
09.MC.N.10025,10409711901,,APARELHO TELEFONE SEM FIO,
09.MC.N.10026,10409711903,,APLICADOR DE SILICONE,
09.MC.N.10027,10409711905,,APONTADOR METAL,
09.MC.N.10028,10409711907,,ARAME CONCERTINA,
09.MC.N.10029,10409711909,,ARAME LISO GALVANIZADO,
09.MC.N.10030,10409711911,,ARAME SOLDA MIG,
09.MC.N.10031,10409711913,,ARCO DE SERRA,
09.MC.N.10032,10409711916,,AREIA SACO,
09.MC.N.10033,10409711918,,ARGAMASSA,
09.MC.N.10034,10409711922,,ASPIRADOR FLEX N ELECTROLUX,
09.MC.N.10035,10409711927,,ASSENTO PRIVADA,
09.MC.N.10036,10409711934,,AVENTAL RASPA,
09.MC.N.10037,10409711936,,BARRA DE METALON,
09.MC.N.10038,10409711938,,BARRA DE NITANYL 140MM,
09.MC.N.10039,10409711940,,BARRAMENTO BORNEIRA,
09.MC.N.10040,10409711942,,BARRAMENTO PENTE MONOFASICO 12 PINOS 63A,
09.MC.N.10041,10409711944,,BASCULANTE ALUMINIO,
09.MC.N.10042,10409711946,,BATERIA 9V 250MA RECARREGAVEL,
09.MC.N.10043,10409711948,,BATERIA ALCALINA 9V,
09.MC.N.10044,10409711950,,BATERIA CORTADOR DE TUBO,
09.MC.N.10045,10409711952,,"BATERIA DE IONS DE LITIO GBA 18V 4,0AH BOSCH",
09.MC.N.10046,10409711954,,BATERIA TELEFONE AAA2.4V 600MA,
09.MC.N.10047,10409711956,,BEBIDAS,
09.MC.N.10018,10409711880,,ALICATE PARA SELO MECANICO,
09.MC.N.10017,10409711876,,ALICATE DESENCAPADOR DE FIOS,
09.MC.N.10048,10409711958,,BICO DE SOLDA,
09.MC.N.10049,10409711960,,BITS PHILLIPS/FENDA,
09.MC.N.10050,10409711962,,BLOCO DE CIMENTO,
09.MC.N.10051,10409711964,,BLOCO GUIA MOVIMENTACAO,
09.MC.N.10052,10409711966,,BOBINA DE PAPEL,
09.MC.N.10053,10409711968,,BOLSA TERMICA,
09.MC.N.10054,10409711970,,BOMBA CENTR EM INOX E SELO EPDM TBHLI 1CV MONO 220V IP55,
09.MC.N.10055,10409711972,,BOMBA COM PRE-FILTRO,
09.MC.N.10056,10409711974,,BOMBA TBHCMI 12X102CV MONO 220V,
09.MC.N.10057,10409711976,,BOMBOM,
09.MC.N.10058,10409711978,,BORRACHA,
09.MC.N.10059,10409711980,,BORRIFADOR,
09.MC.N.10060,10409711982,,BOTAO BEBEDOURO,
09.MC.N.10061,10409711984,,BOTINA SEGURANCA EPIN. 38,
09.MC.N.10062,10409711986,,BOTINA SEGURANCA EPIN. 39,
09.MC.N.10063,10409711989,,BOTINA SEGURANCA EPIN. 40,
09.MC.N.10064,10409711991,,BOTINA SEGURANCA EPIN. 41,
09.MC.N.10065,10409711993,,BOTINA SEGURANCA EPIN. 42,
09.MC.N.10066,10409711995,,BOTINA SEGURANCA EPIN. 43,
09.MC.N.10067,10409711997,,BOTINA SEGURANCA EPIN. 44,
09.MC.N.10068,10409711999,,BOTINA SEGURANCA EPIN. 45,
09.MC.N.10069,10409712002,,BOTINA SEGURANCA EPIN. 46,
09.MC.N.10070,10409712004,,BOTOEIRA,
09.MC.N.10071,10409712006,,BRINDE NATAL,
09.MC.N.10072,10409712008,,BRINDE PASCOA,
09.MC.N.10073,10409712010,,BRITA,
09.MC.N.10074,10409712012,,"BROCAACO RAPIDO 2,50MM",
09.MC.N.10075,10409712014,,"BROCAACO RAPIDO 3,0MM",
09.MC.N.10076,10409712016,,"BROCAACO RAPIDO 3,50MM",
09.MC.N.10077,10409712018,,"BROCAACO RAPIDO 4,00MM",
09.MC.N.10078,10409712020,,"BROCAACO RAPIDO 4,50MM",
09.MC.N.10079,10409712022,,"BROCAACO RAPIDO 5,00MM",
09.MC.N.10080,10409712024,,"BROCAACO RAPIDO 5,50MM",
09.MC.N.10081,10409712026,,"BROCAACO RAPIDO TITÂNIO 6,00MM",
09.MC.N.10082,10409712028,,"BROCAACO RAPIDO 8,2MM",
09.MC.N.10083,10409712030,,BROCA ACO RAPIDO,
09.MC.N.10084,10409712032,,"BROCA ACO RAPIDO 1,5MM",
09.MC.N.10085,10409712034,,"BROCA ACO RAPIDO 2,00MM",
09.MC.N.10086,10409712036,,"BROCA ACO RAPIDO 6,5MM",
09.MC.N.10087,10409712038,,BROCA CHATA 16MM,
09.MC.N.10088,10409712041,,BROCA PILOTO 1/4 X 102 MM PARA SUPORTE DA SERRA COPO ACO RAPIDO,
09.MC.N.10089,10409712044,,BUCHA REDUCAO PPR VD 63 X 40 MM 2X1.1/4 (VERDE) COD DA TOPFUSION BU6340,
09.MC.N.10090,10409712047,,"BUCHA VEDACAO PU MEDIA D1/2&quot; X D16 X D21,5 - ARNALDO TEIXEIRA",
09.MC.N.10091,10409712049,,BVM01 VALVULA ESFERICA GLOBO ALAVANCA 1/4 SAE MACHO X 1/4,
09.MC.N.10092,10409712052,,C CEDRO NAVAL 18MM 220X160 MISTO C/15 CAMADAS COMPEWIT,
09.MC.N.10094,10409712055,,CABO ALUM MULTIPLEXADO,
09.MC.N.10095,10409712057,,CABO ALUMINIO TRIPLEX35MM,
09.MC.N.10096,10409712059,,CABO DE FORCA CPU,
09.MC.N.10097,10409712061,,CABO DE MAO DO MACARICO PRO SM 21,
09.MC.N.10098,10409712064,,CABO DE REDE AZUL,
09.MC.N.10099,10409712066,,CABO EXTENSAO USB,
09.MC.N.10100,10409712068,,CABO HDMI 5 MTS,
09.MC.N.10101,10409712070,,CABO MANGA,
09.MC.N.10102,10409712072,,CABO UTP,
09.MC.N.10103,10409712074,,BLOCO DE FOLHAS FLIPCHART,
09.MC.N.10104,10409712076,,CAFE,
09.MC.N.10105,10409712078,,FLIPCHART DE MADEIRA,
09.MC.N.10106,10409712080,,CAIXA CONTAINER ORGANIZADORA,
09.MC.N.10107,10409712082,,CAIXA DE COPO DESCARTAVEL,
09.MC.N.10108,10409712084,,"CAIXA DE PAPELAO PARA SEDEX -20X14,5X07 MM",
09.MC.N.10109,10409712086,,CAIXA SUGESTOES,
09.MC.N.10110,10409712088,,CALCULADORA,
09.MC.N.10111,10409712090,,CAMERA BULLET COLOR,
09.MC.N.10112,10409712092,,CAMISAS/CAMISETAS,
09.MC.N.10113,10409712094,,CAMISETA CLASSIC AZUL MARINHO G,
09.MC.N.10114,10409712096,,CAMISETA CLASSIC AZUL MARINHO GG,
09.MC.N.10115,10409712098,,CAMISETA CLASSIC AZUL MARINHO M,
09.MC.N.10116,10409712100,,CAMISETA CLASSIC AZUL MARINHO XG,
09.MC.N.10117,10409712102,,CANECAS FESTIVAS,
09.MC.N.10118,10409712104,,CANETA GIZ LIQUIDO PARA LOUSA,
09.MC.N.10119,10409712106,,CANETA MARCA TEXTO,
09.MC.N.10120,10409712108,,CANETA MARCADOR PERMANENTE,
09.MC.N.10121,10409712110,,CANETA PINCEL ATOMICO,
09.MC.N.10122,10409712112,,CANETA PLASTICA,
09.MC.N.10123,10409712114,,CAP 160 (AQ/AF),
09.MC.N.10124,10409712116,,CAP 40 (AQ/AF),
09.MC.N.10125,10409712118,,CAP 75 (AQ/AF),
09.MC.N.10126,10409712120,,CAP DE PVC MARROM SOLDAVEL 40MM USO: SUPORTE FT240,
09.MC.N.10127,10409712122,,CAPA ANTI SHOCK,
09.MC.N.10128,10409712124,,CAPA TABLET,
09.MC.N.10129,10409712126,,CARGA EXTINTOR,
09.MC.N.10130,10409712128,,CARNES,
09.MC.N.10131,10409712130,,CARREGADOR DE BATERIA PARA CORTADOR DE TUBO,
09.MC.N.10132,10409712132,,CARREGADOR PARA PILHAS,
09.MC.N.10133,10409712134,,CARRINHO PARA CILINDRO,
09.MC.N.10134,10409712136,,CARRO DE FERRAMENTAS,
09.MC.N.10135,10409712138,,CARTAO PONTO,
09.MC.N.10136,10409712140,,CASCO FILTRO,
09.MC.N.10137,10409712142,,CELULAR,
09.MC.N.10138,10409712144,,CENTRAL ALARME,
09.MC.N.10139,10409712146,,CHAPA PARA TESTE,
09.MC.N.10140,10409712149,,CHAVE CANHAO 7MM,
09.MC.N.10141,10409712153,,CHAVE CANHAO 8MM,
09.MC.N.10142,10409712155,,CHAVE COMBINADA 07MMCOM PESCOCO,
09.MC.N.10143,10409712157,,CHAVE COMBINADA 13MM COM PESCOCO,
09.MC.N.10144,10409712159,,CHAVE COMBINADA CATRACA 11MM,
09.MC.N.10145,10409712161,,CHAVE DE FENDA SIMPLES ISOLADA 3MM,
09.MC.N.10146,10409712163,,CHAVE FENDA,
09.MC.N.10147,10409712165,,CHAVE GRIFOPARA TUBO 14,
09.MC.N.10148,10409712167,,CHAVE HALLEN,
09.MC.N.10149,10409712169,,CHAVE P/ MANDRIL113MM,
09.MC.N.10174,10409712232,,COOLER 12 LATAS,
09.MC.N.10175,10409712234,,COPO DESCARTAVEL,
09.MC.N.10173,10409712229,,CONVERSOR DE PAR,
09.MC.N.10177,10409712238,,CORREIA,
09.MC.N.10178,10409712240,,CORRETIVO,
09.MC.N.10179,10409712243,,CORTADOR DE TUBO DE COBRE,
09.MC.N.10172,10409712227,,CONTROLE UMIDADE WIFI TESTE,
09.MC.N.10181,10409712248,,CORTADOR TITÂNIO GRANDE,
09.MC.N.10171,10409712225,,CONJUNTO DE FITAS ISOLANTE COLORIDAS 19MM X 5M,
09.MC.N.10183,10409712255,,COTOVELO MF DE 1/2,
09.MC.N.10170,10409712222,,CONEXAO T,
09.MC.N.10185,10409712260,,CX DE ENGRENAGEM,
09.MC.N.10169,10409712220,,CONEXAO NIPEL,
09.MC.N.10187,10409712265,,DESINFETANTE MULTIUSO,
09.MC.N.10168,10409712218,,CONEXAO BUCHA DE REDUCAO(PPR) COND FH,
09.MC.N.10189,10409712271,,DETERGENTE LIQUIDO,
09.MC.N.10167,10409712216,,CONECTOR RJ45,
09.MC.N.10191,10409712276,,DISCO DE LIXA FALP-DISC-R,
09.MC.N.10166,10409712214,,CONECTOR ADAPTADOR,
09.MC.N.10193,10409712284,,DISPENSADOR DE FITA PARA EMBALAGEM,
09.MC.N.10165,10409712212,,COMPLEMENTO ICMS,
09.MC.N.10195,10409712288,,DIVISORIAS EUCATEX COR BRANCO,
09.MC.N.10164,10409712209,,COLA TRAVA ROSCA VERMELHA TORQUE ALTO 50G,
09.MC.N.10197,10409712292,,DOBRADICA,
09.MC.N.10198,10409712294,,DVD REGRAVAVEL,
09.MC.N.10163,10409712203,,COLA PERMANENTE ACRILEX,
09.MC.N.10162,10409712201,,COLA EM BASTAO,
09.MC.N.10161,10409712199,,COLA BRANCA,
09.MC.N.10160,10409712197,,COFFEE BREAK,
09.MC.N.10159,10409712195,,CLORO PROPOOL,
09.MC.N.10158,10409712193,,CLORO GALAO 5L,
09.MC.N.10157,10409712191,,"CLIP DE FIXACAO 9,5 F7904",
09.MC.N.10156,10409712189,,CINTO PROTETOR LOMBAR GG,
09.MC.N.10155,10409712187,,CINTO PROTETOR LOMBAR G,
09.MC.N.10154,10409712185,,CINTA P/ CARGA,
09.MC.N.10153,10409712183,,CIMENTO,
09.MC.N.10152,10409712181,,CHOPP,
09.MC.N.10151,10409712178,,CHOCOLATE,
09.MC.N.10150,10409712173,,CHAVE PHILLIPS,
09.MC.N.10176,10409712236,,CORREDICAS GAVETAS ARMARIOS,
09.MC.N.10180,10409712245,,CORTADOR DE TUBO DE COBRE MANUAL DE 1/8 A 5/8,
09.MC.N.10182,10409712251,,"COSSINETE 5/16 UNC 1.1/2 (07,9MM)",
09.MC.N.10184,10409712257,,CURVADOR DE CANO,
09.MC.N.10186,10409712262,,DESENTUPIDOR DIABO VERDE,
09.MC.I.10188,10409712269,,DESUMIDIFICADOR TESTE,
09.MC.N.10190,10409712273,,"DISCO DE CORTE INOX 115X1,0X22,2",
09.MC.N.10192,10409712280,,DISJUNTOR MONOPOLAR 16A CURVA C MDW-C,
09.MC.N.10194,10409712286,,DISPENSER PARA PAPEL TOALHA,
09.MC.N.10196,10409712290,,DMK ACO CARBONO 4.76MM GAB REC PARA QUADRO FT50 188257 130 X 130,
09.MC.N.10199,10409712296,,ELASTICO AMARELO,
09.MC.N.10200,10409712298,,ELASTICO PARA DINHEIRO,
09.MC.N.10201,10409712300,,ELETROCALHA PERFURADA U CHAPA 22 50MM,
09.MC.N.10202,10409712302,,EMENDA INTERNA,
09.MC.N.10203,10409712304,,ENVELOPE KRAFT 24X34,
09.MC.N.10204,10409712306,,ESCALA METRICADUPLA2M,
09.MC.N.10205,10409712308,,ESCOVA CARVAO PARA PARAFUSADEIRA BOSCH GSB 180-LI ORIGINAL,
09.MC.N.10206,10409712310,,ESCOVA ESPANADEIRA PARA BANCADA,
09.MC.N.10207,10409712312,,ESCOVA SANITARIAC/ SUPORTE,
09.MC.N.10208,10409712314,,ESFREGAO COM BALDE,
09.MC.N.10209,10409712316,,ESMERILHADEIRA ELETRICA 5 900W C/ CONTROLE,
09.MC.N.10210,10409712318,,ESMERILHADOR,
09.MC.N.10211,10409712320,,"ESPACADOR DE PLACA DE CIRCUITO IMPRESSO COMPRIMENTO: 21,5MM FURO ECI3,0",
09.MC.N.10212,10409712322,,"ESPAGUETE TERMO RETRATIL 3,20MM",
09.MC.N.10213,10409712324,,"ESPAGUETE TERMO RETRATIL 6,00MM PRETO",
09.MC.N.10214,10409712326,,"ESPAGUETE TERMO RETRATIL 6,00MM VERMELHO",
09.MC.N.10215,10409712328,,"ESPAGUETE TERMO RETRATIL 6,40 MM PRETO",
09.MC.N.10216,10409712330,,ESPONJA,
09.MC.N.10217,10409712332,,ESPUMANTE BRINDE,
09.MC.N.10218,10409712334,,ESTILETE LAMINA 18 MM,
09.MC.N.10219,10409712336,,ETIQUETA 14 P/ FOLHA CAIXA C/ 100 FLS,
09.MC.N.10220,10409712338,,ETIQUETA REDONDA METALIZADA VERDE,
09.MC.N.10221,10409712340,,EXTENSAO DE MACARICO 500,
09.MC.N.10222,10409712342,,EXTENSAO ELETRICA 3MTS C BARRA 5 TON. TRIPOLAR,
09.MC.N.10223,10409712344,,EXTRATORDE PECAS DANIFICADAS,
09.MC.N.10224,10409712346,,FACA DE SERRA COZINHA P/ CORTAR TELA,
09.MC.N.10225,10409712348,,FECHADURA,
09.MC.N.10226,10409712350,,FERRO LAMINADO,
09.MC.N.10227,10409712352,,FILME STRETCH,
09.MC.N.10228,10409712354,,FILTRO DE LINHA,
09.MC.N.10230,10409712356,,FILTRO DE PAPEL,
09.MC.N.10231,10409712358,,FITA ADESIVA DUPLA FACE,
09.MC.N.10232,10409712361,,FITA CREPE,
09.MC.N.10233,10409712363,,FITA DEMARCACAO,
09.MC.N.10234,10409712366,,FITA ISOLANTE PRETA 20M 3M,
09.MC.N.10235,10409712368,,"FITA PP RECICLADA16X0,8MM",
09.MC.N.10236,10409712372,,FITA VEDA ROSCA,
09.MC.N.10237,10409712374,,FLANELA PARA LIMPEZA,
09.MC.N.10238,10409712376,,"FLUIDO GASFLUX M1W ONU 2416, BORATO DE TRIMETILA",
09.MC.N.10239,10409712378,,FLUIDO REFRIGERANTE,
09.MC.N.10240,10409712380,,FLUXO PARA SOLDA FOSC/PRATA,
